HCI working hours - mycms project
06/18/2014	14:00	20:45
06/18/2014	21:10	26:00
06/20/2014	12:00	13:00
06/20/2014	13:45	14:00
06/20/2014	15:00	20:00
06/21/2014	24:00	26:00
06/21/2014	12:00	17:00
06/22/2014	12:24	16:30
06/22/2014	17:45	19:00
06/22/2014	23:30	26:30
06/23/2014	20:45	25:30
06/25/2014	20:20	10:15
